transaction_id,account_id,conductor_id,location_id,timestamp,amount,transaction_type,is_cash,currency
tx_0000023,acc_000370,cust_000491,loc_00044,2026-03-10T20:01:01.461387,4494.25,DEPOSIT,True,USD
tx_0000024,acc_000304,cust_000304,loc_00011,2026-03-07T02:26:28.079973,1361.46,WITHDRAWAL,True,USD
tx_0000025,acc_000022,cust_000022,loc_00021,2026-03-06T19:37:17.172194,3631.93,DEPOSIT,True,USD
tx_0000026,acc_000412,cust_000229,loc_00050,2026-03-06T20:13:28.788342,4527.1,CHECK_DEPOSIT,False,USD
tx_0000027,acc_000488,cust_000407,loc_00004,2026-03-05T09:11:15.397161,1708.98,DEPOSIT,False,USD
tx_0000028,acc_000406,cust_000292,loc_00015,2026-03-07T15:10:04.518514,2276.13,CHECK_DEPOSIT,False,USD
tx_0000029,acc_000048,cust_000430,loc_00017,2026-03-07T00:12:52.441243,9891.93,DEPOSIT,True,USD
tx_0000030,acc_000046,cust_000392,loc_00038,2026-03-05T08:12:47.054396,9718.73,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000031,acc_000345,cust_000101,loc_00017,2026-03-06T05:53:55.499460,4573.61,DEPOSIT,True,USD
tx_0000032,acc_000524,cust_000370,loc_00016,2026-03-07T06:36:45.518869,4827.44,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000033,acc_000555,cust_000077,loc_00011,2026-03-07T10:29:40.334524,1623.48,CHECK_DEPOSIT,False,USD
tx_0000034,acc_000027,noncust_000124,loc_00044,2026-03-09T23:38:46.199702,3524.52,WIRE_TRANSFER,False,USD
tx_0000035,acc_000581,cust_000265,loc_00016,2026-03-06T01:59:59.091564,2739.33,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000036,acc_000382,noncust_000024,loc_00002,2026-03-08T16:04:16.985415,1248.67,WIRE_TRANSFER,False,USD
tx_0000037,acc_000199,cust_000452,loc_00016,2026-03-08T18:09:48.100863,3895.19,DEPOSIT,True,USD
tx_0000038,acc_000555,cust_000077,loc_00005,2026-03-05T12:34:09.212465,1002.16,DEPOSIT,True,USD
tx_0000039,acc_000395,cust_000395,loc_00016,2026-03-06T17:08:04.637538,4064.5,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000040,acc_000151,cust_000151,loc_00038,2026-03-09T01:58:25.651777,834.69,DEPOSIT,True,USD
tx_0000041,acc_000493,cust_000493,loc_00035,2026-03-10T13:29:11.423926,4442.84,DEPOSIT,True,USD
tx_0000042,acc_000348,cust_000348,loc_00036,2026-03-08T00:39:30.883023,3983.85,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000043,acc_000323,cust_000323,loc_00017,2026-03-10T16:28:41.124294,3501.43,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000044,acc_000020,cust_000168,loc_00028,2026-03-06T14:26:56.454602,3008.58,WITHDRAWAL,True,USD
tx_0000045,acc_000092,cust_000223,loc_00045,2026-03-07T15:12:25.455853,2370.23,WITHDRAWAL,True,USD
tx_0000046,acc_000310,cust_000082,loc_00040,2026-03-06T08:23:40.515155,2393.92,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000047,acc_000552,cust_000292,loc_00033,2026-03-07T12:31:12.910633,4214.54,CHECK_DEPOSIT,False,USD
tx_0000048,acc_000084,cust_000283,loc_00005,2026-03-10T03:16:57.397001,568.32,WIRE_TRANSFER,False,USD
tx_0000049,acc_000197,cust_000197,loc_00029,2026-03-05T11:12:18.083776,3582.02,WIRE_TRANSFER,False,USD
tx_0000050,acc_000099,noncust_000133,loc_00012,2026-03-06T19:28:56.521882,1120.1,DEPOSIT,True,USD
tx_0000051,acc_000544,cust_000015,loc_00025,2026-03-05T06:55:59.333569,4227.79,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000052,acc_000047,cust_000047,loc_00041,2026-03-09T07:25:43.070959,554.97,CHECK_DEPOSIT,False,USD
tx_0000053,acc_000144,cust_000144,loc_00029,2026-03-10T10:47:57.727824,3352.62,WITHDRAWAL,False,USD
tx_0000054,acc_000403,cust_000292,loc_00023,2026-03-05T05:28:51.960559,3626.76,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000055,acc_000355,noncust_000088,loc_00007,2026-03-05T17:27:08.445000,4555.85,WITHDRAWAL,True,USD
tx_0000056,acc_000428,cust_000428,loc_00013,2026-03-08T02:54:59.431931,1603.6,WIRE_TRANSFER,False,USD
tx_0000057,acc_000040,cust_000040,loc_00011,2026-03-06T09:40:34.979362,1019.51,CHECK_DEPOSIT,False,USD
tx_0000058,acc_000408,noncust_000096,loc_00047,2026-03-05T05:45:19.304108,523.35,CHECK_DEPOSIT,False,USD
tx_0000059,acc_000267,noncust_000098,loc_00039,2026-03-05T22:46:37.755555,3329.12,CHECK_DEPOSIT,False,USD
tx_0000060,acc_000057,noncust_000092,loc_00010,2026-03-05T04:12:17.601686,1244.95,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000061,acc_000026,cust_000167,loc_00009,2026-03-06T05:23:24.289494,4742.46,DEPOSIT,True,USD
tx_0000062,acc_000355,cust_000180,loc_00042,2026-03-06T11:31:19.427159,4791.67,CHECK_DEPOSIT,False,USD
tx_0000063,acc_000135,cust_000008,loc_00042,2026-03-08T12:43:34.790433,957.51,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000064,acc_000219,cust_000240,loc_00030,2026-03-09T03:43:13.762510,4737.09,WITHDRAWAL,True,USD
tx_0000065,acc_000584,cust_000030,loc_00038,2026-03-09T05:51:29.627135,921.54,WITHDRAWAL,True,USD
tx_0000066,acc_000115,noncust_000074,loc_00013,2026-03-06T17:15:57.548537,2220.16,CHECK_DEPOSIT,False,USD
tx_0000067,acc_000038,cust_000165,loc_00001,2026-03-05T21:31:12.846466,506.53,DEPOSIT,False,USD
tx_0000068,acc_000263,noncust_000118,loc_00047,2026-03-06T06:31:54.333681,1825.71,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000069,acc_000526,cust_000479,loc_00009,2026-03-08T17:56:15.831531,358.71,WIRE_TRANSFER,False,USD
tx_0000070,acc_000018,cust_000349,loc_00017,2026-03-08T03:04:15.609445,3261.25,DEPOSIT,True,USD
tx_0000071,acc_000168,noncust_000021,loc_00015,2026-03-06T23:16:33.094669,639.1,DEPOSIT,True,USD
tx_0000072,acc_000265,cust_000265,loc_00050,2026-03-07T09:49:25.739130,2681.04,WITHDRAWAL,True,USD
tx_0000073,acc_000542,cust_000383,loc_00042,2026-03-05T19:51:18.110119,13289.06,WITHDRAWAL,True,USD
tx_0000074,acc_000183,cust_000183,loc_00013,2026-03-10T04:46:30.523975,1532.74,DEPOSIT,True,USD
tx_0000075,acc_000173,cust_000173,loc_00041,2026-03-06T10:59:21.544892,79.87,DEPOSIT,True,USD
tx_0000076,acc_000375,noncust_000074,loc_00010,2026-03-10T23:38:59.759455,9694.77,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000077,acc_000173,cust_000049,loc_00047,2026-03-08T02:18:22.077462,4565.57,WITHDRAWAL,False,USD
tx_0000078,acc_000032,cust_000032,loc_00018,2026-03-08T05:18:37.340130,3574.96,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000079,acc_000383,cust_000492,loc_00030,2026-03-06T12:05:31.572137,2579.71,CHECK_DEPOSIT,False,USD
tx_0000080,acc_000281,cust_000202,loc_00016,2026-03-09T14:45:34.846937,1205.95,WIRE_TRANSFER,False,USD
tx_0000081,acc_000326,cust_000290,loc_00036,2026-03-09T23:44:19.940017,24.52,WIRE_TRANSFER,False,USD
tx_0000082,acc_000551,noncust_000033,loc_00047,2026-03-06T07:45:17.290454,3823.84,WITHDRAWAL,True,USD
tx_0000083,acc_000021,cust_000043,loc_00045,2026-03-10T09:45:12.849243,4568.27,CHECK_DEPOSIT,False,USD
tx_0000084,acc_000486,noncust_000042,loc_00031,2026-03-07T07:28:35.615591,618.52,WITHDRAWAL,True,USD
tx_0000085,acc_000544,cust_000368,loc_00037,2026-03-08T00:28:15.103480,2968.28,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000086,acc_000311,cust_000238,loc_00016,2026-03-07T12:47:28.181937,59.53,DEPOSIT,True,USD
tx_0000087,acc_000022,noncust_000077,loc_00012,2026-03-08T04:42:05.909267,2047.09,WIRE_TRANSFER,False,USD
tx_0000088,acc_000499,noncust_000096,loc_00010,2026-03-09T06:57:29.119547,3527.94,WIRE_TRANSFER,False,USD
tx_0000089,acc_000276,noncust_000046,loc_00031,2026-03-05T22:44:44.234085,2575.39,DEPOSIT,True,USD
tx_0000090,acc_000475,noncust_000082,loc_00016,2026-03-09T19:40:32.199680,3521.99,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000091,acc_000010,cust_000401,loc_00024,2026-03-08T06:24:36.923863,11924.77,DEPOSIT,True,USD
tx_0000092,acc_000487,noncust_000188,loc_00003,2026-03-08T12:27:23.491334,2381.27,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000093,acc_000185,cust_000129,loc_00046,2026-03-08T03:36:09.140189,198.32,WITHDRAWAL,True,USD
tx_0000094,acc_000360,noncust_000093,loc_00033,2026-03-08T05:53:32.613646,1514.67,CHECK_DEPOSIT,False,USD
tx_0000095,acc_000118,cust_000392,loc_00003,2026-03-06T15:16:56.708719,1549.56,WIRE_TRANSFER,False,USD
tx_0000096,acc_000031,cust_000031,loc_00038,2026-03-05T01:08:13.289485,1347.16,WIRE_TRANSFER,False,USD
tx_0000097,acc_000447,cust_000212,loc_00015,2026-03-09T17:55:55.160603,3067.02,WIRE_TRANSFER,False,USD
tx_0000098,acc_000575,cust_000084,loc_00036,2026-03-10T15:45:31.344589,2046.49,WITHDRAWAL,False,USD
tx_0000099,acc_000408,cust_000408,loc_00026,2026-03-09T08:49:24.292710,224.83,WIRE_TRANSFER,False,USD
tx_0000100,acc_000060,cust_000050,loc_00027,2026-03-10T01:08:48.843152,2016.57,WITHDRAWAL,True,USD
tx_0000101,acc_000517,cust_000257,loc_00010,2026-03-09T12:01:58.716787,3608.99,WITHDRAWAL,True,USD
tx_0000102,acc_000187,cust_000022,loc_00003,2026-03-08T09:09:08.198061,313.15,WIRE_TRANSFER,False,USD
tx_0000103,acc_000350,cust_000273,loc_00039,2026-03-09T21:15:10.223892,3622.38,WITHDRAWAL,True,USD
tx_0000104,acc_000079,noncust_000051,loc_00012,2026-03-06T03:07:20.135438,48.39,DEPOSIT,True,USD
tx_0000105,acc_000092,cust_000224,loc_00001,2026-03-06T17:21:59.309148,4841.46,WIRE_TRANSFER,False,USD
tx_0000106,acc_000278,cust_000028,loc_00003,2026-03-09T00:19:18.471862,2245.02,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000107,acc_000065,cust_000065,loc_00022,2026-03-09T00:31:51.519368,1846.6,WIRE_TRANSFER,False,USD
tx_0000108,acc_000002,cust_000002,loc_00009,2026-03-07T05:08:52.481689,1761.81,CHECK_DEPOSIT,False,USD
tx_0000109,acc_000553,cust_000305,loc_00006,2026-03-09T17:58:12.234870,4411.92,DEPOSIT,True,USD
tx_0000110,acc_000055,cust_000055,loc_00013,2026-03-05T23:26:06.072917,310.36,CHECK_DEPOSIT,False,USD
tx_0000111,acc_000577,cust_000391,loc_00041,2026-03-08T21:33:31.450771,3590.36,DEPOSIT,True,USD
tx_0000112,acc_000431,cust_000431,loc_00046,2026-03-10T23:41:09.931179,3009.45,WIRE_TRANSFER,False,USD
tx_0000113,acc_000235,cust_000235,loc_00037,2026-03-08T21:02:07.177453,1051.52,MONETARY_INSTRUMENT_PURCHASE,False,USD
tx_0000114,acc_000370,cust_000370,loc_00002,2026-03-06T20:33:45.558534,4061.91,DEPOSIT,True,USD
tx_0000115,acc_000294,noncust_000164,loc_00025,2026-03-10T16:38:24.330974,2639.65,CHECK_DEPOSIT,False,USD
tx_0000116,acc_000030,cust_000030,loc_00017,2026-03-05T19:25:54.728305,2752.84,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000117,acc_000250,cust_000250,loc_00007,2026-03-08T23:50:29.870429,2234.56,WITHDRAWAL,True,USD
tx_0000118,acc_000533,noncust_000105,loc_00037,2026-03-08T02:17:17.323742,3125.94,WIRE_TRANSFER,False,USD
tx_0000119,acc_000337,noncust_000003,loc_00016,2026-03-09T14:31:11.951870,970.03,CHECK_DEPOSIT,False,USD
tx_0000120,acc_000445,noncust_000177,loc_00050,2026-03-06T00:42:28.015729,2940.11,WITHDRAWAL,True,USD
tx_0000121,acc_000144,cust_000144,loc_00033,2026-03-06T21:14:38.225781,2811.83,DEPOSIT,False,USD
tx_0000122,acc_000052,cust_000052,loc_00016,2026-03-07T16:38:58.608483,3502.45,CHECK_DEPOSIT,False,USD
tx_0000123,acc_000545,cust_000478,loc_00048,2026-03-10T16:26:47.061281,3819.12,CHECK_DEPOSIT,False,USD
tx_0000124,acc_000303,cust_000194,loc_00020,2026-03-10T22:25:41.086684,2729.97,WIRE_TRANSFER,False,USD
tx_0000125,acc_000245,noncust_000013,loc_00046,2026-03-06T20:34:45.463859,877.62,WIRE_TRANSFER,False,USD
tx_0000126,acc_000212,noncust_000050,loc_00046,2026-03-08T05:22:48.952887,2357.44,DEPOSIT,True,USD
tx_0000127,acc_000341,cust_000341,loc_00034,2026-03-09T15:32:10.939016,296.33,CHECK_DEPOSIT,False,USD
tx_0000128,acc_000367,cust_000367,loc_00016,2026-03-08T06:48:55.799069,2134.49,DEPOSIT,True,USD
tx_0000129,acc_000264,cust_000264,loc_00050,2026-03-08T13:21:59.335592,1463.26,CHECK_DEPOSIT,False,USD
tx_0000130,acc_000213,cust_000213,loc_00012,2026-03-06T13:17:03.958618,1882.42,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000131,acc_000269,cust_000269,loc_00020,2026-03-08T15:37:35.570624,3910.02,DEPOSIT,True,USD
tx_0000132,acc_000584,cust_000030,loc_00004,2026-03-05T04:07:25.262754,394.46,DEPOSIT,True,USD
tx_0000133,acc_000407,noncust_000169,loc_00023,2026-03-09T01:07:06.007914,2462.15,WIRE_TRANSFER,False,USD
tx_0000134,acc_000575,noncust_000093,loc_00021,2026-03-08T16:20:18.634741,3860.96,DEPOSIT,False,USD
tx_0000135,acc_000272,cust_000272,loc_00009,2026-03-08T14:29:35.063878,395.19,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000136,acc_000390,cust_000390,loc_00035,2026-03-10T14:22:48.077745,1890.45,WITHDRAWAL,True,USD
tx_0000137,acc_000474,cust_000474,loc_00022,2026-03-08T19:19:48.515136,9724.02,DEPOSIT,True,USD
tx_0000138,acc_000560,cust_000306,loc_00029,2026-03-06T20:15:24.465595,3162.61,WIRE_TRANSFER,False,USD
tx_0000139,acc_000271,cust_000271,loc_00036,2026-03-06T16:44:11.215654,2638.72,DEPOSIT,True,USD
tx_0000140,acc_000026,noncust_000014,loc_00033,2026-03-09T02:09:30.878192,4853.48,CHECK_DEPOSIT,False,USD
tx_0000141,acc_000450,noncust_000038,loc_00003,2026-03-10T00:17:25.253132,550.84,CHECK_DEPOSIT,False,USD
tx_0000142,acc_000530,cust_000236,loc_00041,2026-03-06T02:29:12.893209,1634.21,CHECK_DEPOSIT,False,USD
tx_0000143,acc_000259,cust_000259,loc_00028,2026-03-10T20:02:49.408899,3864.91,WITHDRAWAL,True,USD
tx_0000144,acc_000058,noncust_000157,loc_00020,2026-03-10T15:56:44.104747,2497.38,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000145,acc_000164,noncust_000029,loc_00032,2026-03-05T06:48:34.723588,496.41,WIRE_TRANSFER,False,USD
tx_0000146,acc_000463,cust_000463,loc_00011,2026-03-09T01:09:18.013690,1046.34,WIRE_TRANSFER,False,USD
tx_0000147,acc_000445,cust_000445,loc_00036,2026-03-09T22:52:29.528092,1512.6,CHECK_DEPOSIT,False,USD
tx_0000148,acc_000351,cust_000311,loc_00005,2026-03-06T20:08:29.238990,2796.92,CHECK_DEPOSIT,False,USD
tx_0000149,acc_000019,cust_000019,loc_00012,2026-03-08T15:10:17.755492,2642.23,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000150,acc_000084,cust_000084,loc_00038,2026-03-05T17:59:22.931323,1279.07,WIRE_TRANSFER,False,USD
tx_0000151,acc_000518,cust_000008,loc_00048,2026-03-09T19:34:43.596593,4000.73,CHECK_DEPOSIT,False,USD
tx_0000152,acc_000024,cust_000024,loc_00016,2026-03-10T10:47:50.713131,3187.58,DEPOSIT,True,USD
tx_0000153,acc_000247,cust_000010,loc_00050,2026-03-08T03:50:48.850488,4565.36,WIRE_TRANSFER,False,USD
tx_0000154,acc_000030,cust_000154,loc_00003,2026-03-07T19:09:51.991087,1960.27,WIRE_TRANSFER,False,USD
tx_0000155,acc_000585,cust_000300,loc_00001,2026-03-07T23:43:32.105516,2725.97,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000156,acc_000097,cust_000097,loc_00050,2026-03-10T08:05:59.617236,8314.82,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000157,acc_000506,cust_000372,loc_00002,2026-03-06T14:05:22.143500,4402.26,CHECK_DEPOSIT,False,USD
tx_0000158,acc_000493,noncust_000181,loc_00041,2026-03-09T20:26:31.679186,4980.69,WIRE_TRANSFER,False,USD
tx_0000159,acc_000282,cust_000138,loc_00011,2026-03-09T20:57:25.947502,4388.75,WITHDRAWAL,True,USD
tx_0000160,acc_000086,cust_000086,loc_00012,2026-03-08T15:21:29.072965,4060.0,DEPOSIT,True,USD
tx_0000161,acc_000170,cust_000118,loc_00027,2026-03-10T00:10:15.413077,2243.51,WITHDRAWAL,False,USD
tx_0000162,acc_000266,cust_000200,loc_00047,2026-03-05T22:58:47.512471,4808.73,CHECK_DEPOSIT,False,USD
tx_0000163,acc_000564,noncust_000150,loc_00031,2026-03-09T22:58:10.815308,9966.59,WITHDRAWAL,True,USD
tx_0000164,acc_000242,noncust_000014,loc_00007,2026-03-06T21:25:48.827549,4928.39,WITHDRAWAL,True,USD
tx_0000165,acc_000293,cust_000327,loc_00014,2026-03-09T15:57:12.154727,3671.72,CHECK_DEPOSIT,False,USD
tx_0000166,acc_000267,cust_000267,loc_00013,2026-03-06T15:42:34.857526,99.54,MONETARY_INSTRUMENT_PURCHASE,False,USD
tx_0000167,acc_000590,cust_000409,loc_00030,2026-03-05T07:26:50.870404,4698.14,WITHDRAWAL,True,USD
tx_0000168,acc_000120,cust_000062,loc_00043,2026-03-08T05:51:06.619401,2850.54,CHECK_DEPOSIT,False,USD
tx_0000169,acc_000313,cust_000313,loc_00045,2026-03-07T02:57:51.152850,3061.25,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000170,acc_000454,cust_000323,loc_00005,2026-03-10T05:46:22.626388,2425.67,WIRE_TRANSFER,False,USD
tx_0000171,acc_000048,cust_000031,loc_00009,2026-03-09T05:39:55.408811,120.56,WITHDRAWAL,True,USD
tx_0000172,acc_000595,noncust_000124,loc_00045,2026-03-09T03:23:36.023593,3278.27,DEPOSIT,False,USD
tx_0000173,acc_000228,cust_000228,loc_00003,2026-03-07T20:47:30.380481,9788.68,DEPOSIT,True,USD
tx_0000174,acc_000545,cust_000465,loc_00014,2026-03-08T16:58:47.690268,14276.93,WITHDRAWAL,True,USD
tx_0000175,acc_000073,cust_000073,loc_00013,2026-03-10T08:43:58.347195,1802.89,DEPOSIT,True,USD
tx_0000176,acc_000052,cust_000052,loc_00015,2026-03-06T15:16:03.720820,4641.71,CHECK_DEPOSIT,False,USD
tx_0000177,acc_000335,cust_000335,loc_00005,2026-03-09T11:24:16.453723,4139.13,DEPOSIT,True,USD
tx_0000178,acc_000263,cust_000263,loc_00022,2026-03-08T08:10:51.619034,2347.63,MONETARY_INSTRUMENT_PURCHASE,False,USD
tx_0000179,acc_000072,cust_000072,loc_00007,2026-03-08T04:48:53.577134,6657.92,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000180,acc_000072,cust_000140,loc_00044,2026-03-10T04:30:14.075384,358.2,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000181,acc_000227,cust_000227,loc_00002,2026-03-07T08:45:49.688811,3226.51,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000182,acc_000526,noncust_000082,loc_00038,2026-03-09T20:07:50.873406,1546.97,CHECK_DEPOSIT,False,USD
tx_0000183,acc_000058,cust_000058,loc_00043,2026-03-08T03:17:03.052442,1755.94,WIRE_TRANSFER,False,USD
tx_0000184,acc_000206,cust_000206,loc_00007,2026-03-08T10:19:00.936492,2883.34,DEPOSIT,True,USD
tx_0000185,acc_000413,cust_000413,loc_00011,2026-03-08T09:30:04.152822,4698.32,DEPOSIT,False,USD
tx_0000186,acc_000291,cust_000291,loc_00022,2026-03-10T18:45:23.959140,2570.78,DEPOSIT,True,USD
tx_0000187,acc_000139,cust_000231,loc_00031,2026-03-09T19:18:34.352559,4900.53,WITHDRAWAL,True,USD
tx_0000188,acc_000310,noncust_000027,loc_00021,2026-03-07T20:51:29.193046,14958.49,WITHDRAWAL,True,USD
tx_0000189,acc_000428,cust_000176,loc_00039,2026-03-06T00:14:14.423972,925.78,DEPOSIT,False,USD
tx_0000190,acc_000047,cust_000036,loc_00016,2026-03-09T22:15:36.464515,3909.42,WITHDRAWAL,True,USD
tx_0000191,acc_000091,noncust_000004,loc_00029,2026-03-08T05:08:23.073200,3880.28,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000192,acc_000417,cust_000272,loc_00024,2026-03-06T20:40:45.635496,4660.2,CHECK_DEPOSIT,False,USD
tx_0000193,acc_000010,noncust_000089,loc_00012,2026-03-06T04:21:29.246070,2048.41,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000194,acc_000470,noncust_000009,loc_00049,2026-03-08T11:25:10.288942,4829.82,WIRE_TRANSFER,False,USD
tx_0000195,acc_000592,cust_000393,loc_00026,2026-03-09T07:58:39.320684,1391.28,DEPOSIT,True,USD
tx_0000196,acc_000170,noncust_000145,loc_00013,2026-03-10T14:46:49.715470,1778.36,DEPOSIT,False,USD
tx_0000197,acc_000404,noncust_000003,loc_00048,2026-03-09T09:57:04.896942,3277.18,WIRE_TRANSFER,False,USD
tx_0000198,acc_000247,cust_000247,loc_00025,2026-03-09T19:52:31.102894,581.31,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000199,acc_000300,noncust_000020,loc_00041,2026-03-06T03:13:24.960465,3918.02,WIRE_TRANSFER,False,USD
tx_0000200,acc_000381,cust_000248,loc_00026,2026-03-07T21:03:38.130073,10.6,MONETARY_INSTRUMENT_PURCHASE,False,USD
tx_0000201,acc_000496,noncust_000196,loc_00028,2026-03-10T01:19:54.163595,2158.43,WIRE_TRANSFER,False,USD
tx_0000202,acc_000077,cust_000077,loc_00007,2026-03-10T04:17:19.119021,1292.77,CHECK_DEPOSIT,False,USD
tx_0000203,acc_000402,cust_000402,loc_00019,2026-03-06T23:22:47.475964,2516.2,DEPOSIT,True,USD
tx_0000204,acc_000421,cust_000421,loc_00043,2026-03-05T03:19:00.919082,4987.78,CHECK_DEPOSIT,False,USD
tx_0000205,acc_000380,noncust_000059,loc_00031,2026-03-08T16:58:36.627247,3403.34,DEPOSIT,False,USD
tx_0000206,acc_000073,noncust_000151,loc_00034,2026-03-08T06:33:35.821713,3579.08,CHECK_DEPOSIT,False,USD
tx_0000207,acc_000401,cust_000401,loc_00036,2026-03-10T10:56:16.078275,2176.55,CHECK_DEPOSIT,False,USD
tx_0000208,acc_000275,cust_000170,loc_00015,2026-03-09T05:41:54.294117,2896.32,WIRE_TRANSFER,False,USD
tx_0000209,acc_000271,noncust_000133,loc_00022,2026-03-09T02:37:09.197658,4559.59,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000210,acc_000115,noncust_000087,loc_00043,2026-03-10T11:39:51.862036,3386.74,MONETARY_INSTRUMENT_PURCHASE,True,USD
tx_0000211,acc_000298,noncust_000136,loc_00024,2026-03-07T15:36:55.919282,11309.29,WITHDRAWAL,True,USD
tx_0000212,acc_000489,noncust_000038,loc_00026,2026-03-09T20:22:00.820163,821.58,WIRE_TRANSFER,False,USD
tx_0000213,acc_000015,cust_000015,loc_00050,2026-03-09T22:18:36.060895,9510.49,WITHDRAWAL,True,USD
tx_0000214,acc_000061,cust_000174,loc_00008,2026-03-05T22:13:02.570243,439.39,WIRE_TRANSFER,False,USD
tx_0000215,acc_000455,cust_000455,loc_00006,2026-03-10T11:15:57.893031,4613.43,WITHDRAWAL,True,USD
tx_0000216,acc_000572,cust_000456,loc_00047,2026-03-07T14:44:09.400254,4481.83,WITHDRAWAL,False,USD
tx_0000217,acc_000071,cust_000071,loc_00047,2026-03-05T00:00:20.653960,947.82,MONETARY_INSTRUMENT_PURCHASE,True,USD
